name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae
Atlete Grecale,U158ZE06K22-1236,Grecale sneakers,COP,149.99,74.995,18,,ffffff-bebfc7,Burrë,GEOX,,39,U158ZE06K22,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyreve për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",75% acetat etilen-vinil 25% gomë,75% Ethylene-Vinyl Acetate-25% Rubber,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/U158ZE06K22-1236_1.jpg,,
Sandale Artie me ajrosje,U15V1A03C10-6024,Artie sandals,COP,89.99,44.995,18,,723333,Burrë,GEOX,,39,U15V1A03C10,Këpucë-Sandale,Sandale të rehatshme dhe me ajrosje të cilat përbëhen nga materiale të përsosura për t?ju ofruar ajrosjen e nevojshme dhe rehatinë gjatë tërë ditës.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe t",100% poliuretan termoplastik,100% Termoplastic Rubber,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/U15V1A03C10-6024_1.jpg,,
Atlete Tayrvin,U947QD0JM47-4002,Tayrvin sneakers,COP,149.99,74.995,18,,1b0d72,Burrë,GEOX,,39,U947QD0JM47,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyre për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% acetat etilen-vinil,100% Ethylene-Vinyl Acetate,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/U947QD0JM47-4002_1.jpg,,
Atlete Leelu,D16FFC022PV-5005,Leelu sneakers,COP,139.99,69.995,18,,e19e5a,Grua,GEOX,,39,D16FFC022PV,Këpucë-Atlete,Goma klasike e Geox bazohet në materialin Patent ekskluziv. Kombinimi i gomës dhe membranës e cila është e papërshkueshme nga uji dhe me ajrosje e lejojnë rregullimin natyral të temperaturës duke krijuar kështu mikroklimën perfekte brenda këpucëve e cila i mban këmbët të thata dhe të rehatshme për tërë ditën.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Poliuretan,100% Polyurethane,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/D16FFC022PV-5005_1.jpg,,
Çizme Dalyla,D16QSC0FU33-5005,Boots Dalyla,COP,199.99,99.995,18,,a48f6f,Grua,GEOX,,39,D16QSC0FU33,Këpucë-Çizme,Këto këpucë kanë shtresë termike e cila mbron nga temperaturat e rënda. Teknologjia Geox: praktike dhe të rehatshme.,These shoes feature a thermal lining that can protect against even the harshest temperatures. GEOX technology at the service of comfort and practicality.,60% Etilen-Vinil Acetat-30% Gome-10% Gomë Termoplastike,60% Ethylene-Vinyl Acetate-30% Rubber-10% Termoplastic Rubber,,,1,6,AO,http://46.99.130.129:60000/_uploads/photos/D16QSC0FU33-5005_1.jpg,,
Çizme Trottola,B164AB00022-4021,Boots Trottola,COP,79.99,39.995,18,,16537e,Foshnjë (Vajzë),GEOX,,39,B164AB00022,Këpucë-Çizme,Ne i kemi të gjitha atletet perfekte për fëmijë. Falë nivelit të lartë të specializimit Geox siguron zhvillimin e duhur të këmbës gjatë çdo faze të rritjes.,"There is a perfect shoe for every child. We have them all. Thanks to Geox?s high level of specialisation, GEOX knows how to ensure the correct development and wellbeing for young feet during every phase of growth.",100% Gomë termoplastike,100% Termoplastic Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/B164AB00022-4021_1.jpg,,
Atlete Aneko ABX,D16LYC02214-4002,Aneko ABX sneakers,COP,169.99,84.995,18,,151560,Grua,GEOX,,39,D16LYC02214,Këpucë-Atlete,"Amphibiox përmban teknologjinë e avancuar të papërshkueshme nga uji nga bota profesionale e veshjeve të jashtme e fshehur në formën e këpucëve të modës. Bëhuni gati për gjithqka që ju hedh qyteti, me Ampibiox është zgjedhja perfekte e këpucëve për çdo rast. Është në krye të gamës sa i përket produkteve të Geox të cilat janë të papërshkueshme nga uji. Dallon nga këpucët tjera sepse përdoret shtresa Pioner e papërshkueshme nga uji dhe me ajrosje duke e shoqëruar me një sërë teknologjish inovative. Membrana speciale Amphibiox mbron nga shiu, balta dhe bora duke e lënë këmbën plotësisht të thatë. Frymëmarrja ndihmon rregullimin natyror të temperaturës së brendshme duke garantuar freski dhe ngrohtësi në varësi të temperaturës së jashtme. Ky model rekomandohet për aktivitete në natyrë dhe në shi të fortë.","Amphibiox features advanced waterproof technology from the world of professional outdoor wear hidden in the form of a fashionable shoe. Be ready for everything the city throws at you, with Amphibiox, the perfect footwear choice for any condition. Amphibiox is top of the range in terms of Geox?s waterproof products. It stands out from other waterproof shoes by employing the use of Geox?s pioneering waterproof and breathable sole, pairing it with a series of innovative technologies (including some of Geox?s own patents) on the upper, in order to achieve durable water resistance and breathability. The special Amphibiox membrane protects against rain, mud and snow, leaving your foot completely dry. The high breathability helps with natural internal temperature regulation, removing moisture from the shoe and guaranteeing freshness or warmth depending on the external temperature.",53% Gomë-27% Etilen-Acetat Vinyl-20% Gomë Termoplastike,53% Rubber-27% Ethylene-Vinyl Acetate-20% Termoplastic Rubber,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/D16LYC02214-4002_1.jpg,,
Çizme Nebula,U742VA046FE-6003,Boots Nebula,COP,179.99,89.995,18,,b45f06,Burrë,GEOX,,39,U742VA046FE,Këpucë-Çizme,"NebulaTM 4x4 ABX është një kombinim fitues i teknologjisë, i cili gjithashtu krenohet me një stil të veçantë individual. Kjo pjesë e këpucëve është e përshtatshme për zyrën, aktivitetet e kohës së lirë, aktivitetet në natyrë ose çdo rast tjetër. Pjesa e s","An iconic take on the sneaker-boot, NebulaTM 4x4 ABX is a winning combination of technology which also boasts a distinctive individual style. This piece of footwear is well-suited to the office, leisure pursuits, outdoor activities or any other occasion.",55% Etilen-Vinil Acetat-45% Gomë,55% Ethylene-Vinyl Acetate-45% Rubber,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/U742VA046FE-6003_1.jpg,,
Atlete Spherica,D15NUA0006K-8002,Sneakers Spherica,COP,129.99,90.993,18,,fc5f8f,Grua,GEOX,,39,D15NUA0006K,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% CMEVA,100% CMEVA,,,1,3,CN,http://46.99.130.129:60000/_uploads/photos/D15NUA0006K-8002_1.jpg,,
Atlete Kency,D16QHB08514-1441,Sneakers Kency,COP,139.99,97.993,18,,ffffff-bf438c,Grua,GEOX,,39,D16QHB08514,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/D16QHB08514-1441_1.jpg,,
Këpucë Bibbiana,D259CD000TU-9999,Bibbiana Shoes,COP,139.99,97.993,18,,0,Grua,GEOX,,39,D259CD000TU,Këpucë-Këpucë,,,100% Poliuretan termoplastik,100% Termoplastic Polyurethane,,,1,1,ID,http://46.99.130.129:60000/_uploads/photos/D259CD000TU-9999_1.jpg,,
Atlete Leelu,D25FFA00022-8191,Sneakers Leelu,COP,149.99,104.993,18,,cf8f4e,Grua,GEOX,,39,D25FFA00022,Këpucë-Atlete,,,100% Poliuretan,100% Polyurethane,,,1,2,MA,http://46.99.130.129:60000/_uploads/photos/D25FFA00022-8191_1.jpg,,
Atlete Backsie,D25FLA085BN-1Q2L,Athlete Backsie,COP,149.99,104.993,18,,ffffff,Grua,GEOX,,39,D25FLA085BN,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Poliuretan Termoplastik,100% Termoplastic Polyurethane,,,1,1,MA,http://46.99.130.129:60000/_uploads/photos/D25FLA085BN-1Q2L_1.jpg,,
Sandale Karly,J2535H000BC-9999,Sandal Karly,COP,79.99,55.993,18,,0,Fëmijë (Vajzë),GEOX,,39,J2535H000BC,Këpucë-Sandale,,,100% Gomë termoplastike,100% Termoplastic Rubber,,,1,3,KH,http://46.99.130.129:60000/_uploads/photos/J2535H000BC-9999_1.jpg,,
Atlete Spherica,U15BYA0006K-7000,Sneakers Spherica,COP,129.99,90.993,18,,f22121,Burrë,GEOX,,39,U15BYA0006K,Këpucë-Atlete,,,100% CMEVA,100% CMEVA,,,1,1,VN,http://46.99.130.129:60000/_uploads/photos/U15BYA0006K-7000_1.jpg,,
Atlete Delray,U16CQD0MEBU-1006,Athlete Delray,COP,129.99,90.993,18,,808080,Burrë,GEOX,,39,U16CQD0MEBU,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Gomë,100% Rubber,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/U16CQD0MEBU-1006_1.jpg,,
Atlete Damiano,U25ANB0EK14-4002,Athletes Damiano,COP,99.99,69.993,18,,92946,Burrë,GEOX,,39,U25ANB0EK14,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% IPEVA,100% IPEVA,,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/U25ANB0EK14-4002_1.jpg,,
Atlete Jonas,U25CYA02210-4000,Sneakers Jonas,COP,109.99,76.993,18,,0b5394,Burrë,GEOX,,39,U25CYA02210,Këpucë-Atlete,,,100% IPEVA,100% IPEVA,,,1,2,MM,http://46.99.130.129:60000/_uploads/photos/U25CYA02210-4000_1.jpg,,
Atlete Nebula,U25D7C02011-4002,Sneakers Nebula,COP,169.99,118.993,18,,73763,Burrë,GEOX,,39,U25D7C02011,Këpucë-Atlete,,,70% Etilen-Vinil Acetat-30% Gomë,70% Ethylene-Vinyl Acetate-30% Rubber,,,1,2,MM,http://46.99.130.129:60000/_uploads/photos/U25D7C02011-4002_1.jpg,,
Këpucë Spherica,U25EFB00022-1006,Spherica Shoes,COP,139.99,97.993,18,,5b5b5b,Burrë,GEOX,,39,U25EFB00022,Këpucë-Këpucë,,,90% Poliuretan-10% CMEVA,90% Polyurethane-10% CMEVA,,,1,1,MM,http://46.99.130.129:60000/_uploads/photos/U25EFB00022-1006_1.jpg,,
Atlete Kency,D16QHB08522-1Q5Q,Athlete Kency,COP,139.99,97.993,18,,ffffff-ecba85,Grua,GEOX,,39,D16QHB08522,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",63% Gomë-37% CMEVA,63% Rubber-37% CMEVA,,,1,2,MM,http://46.99.130.129:60000/_uploads/photos/D16QHB08522-1Q5Q_1.jpg,,
T Bluzë Polo,M2510BT2649-4386,T Shirt Polo,COP,59.99,29.995,18,,73763,Burrë,GEOX,,39,M2510BT2649,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,1,TR,http://46.99.130.129:60000/_uploads/photos/M2510BT2649-4386_1.jpg,,
T Bluzë Regular fit me logo,50467556-001,T Shirt,COP,45,,18,,0e0e0e,Burrë,HUGO,,413,50467556,Veshje-T Bluzë,"T Bluzë në material pambuku, Straight fit me logo të shtypur në pjesën e gjoksit. Qafë të rrumbullakët dhe mëngë të shkurta.","A must-have T-shirt by HUGO Menswear. Offered in a straight fit, this T-shirt is crafted in pure-cotton jersey and printed with a contrasting HUGO logo across the chest.For our RESPONSIBLE products, we always use at least 60% more sustainable raw materials. By purchasing this product, you are contributing to protecting the environment and sustainable cotton farming in Africa. Cotton made in Africa is an initiative of the Aid by Trade Foundation. The cotton produced is 100% rain fed, so no extra water is needed. Smallholder farmers are supported by this initiative that is working to promote gender equality, dignified labour conditions, and respect for the rights of children. There is no use of genetically modified organisms, and participants are trained in climate-friendly agricultural methods and organic farming.",100% Pambuk,100% Cotton,,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/50467556-001_1.jpg,,
Çorape të shkurtra (set 2 palë),50468111-100,Ankle socks,COP,15,,18,,f0eff7,Burrë,HUGO,,413,50468111,Aksesorë-Çorape dhe gete,"Një pako me dy palë çorape me gjatësi deri te kyçi i këmbës nga HUGO. Me logot për pamje të veçantë, këto çorape janë të punuara me fije të pasura me pambuk të përziera për rehati sportive.","A two-pack of ankle-length socks by HUGO. Featuring logos for signature appeal, these socks are crafted in cotton-rich yarns blended with stretch for sportive comfort. A cuff stripe completes each pair.",77% Pambuk 2% Elastan 21% Poliamid,77% Cotton 2% Elastane 21% Polyamide,,,2,2,PT,http://46.99.130.129:60000/_uploads/photos/50468111-100_1.jpg,,
Çorape pambuku me dizajn,50471961-001,short_socks,COP,15,,18,,1b191a,Burrë,HUGO,,413,50471961,Aksesorë-Çorape dhe gete,Çorape në një çerek gjatësi. Me logo dhe dizajn. Me pambuk elastik.,"Statement socks in a quarter length by HUGO. Featuring a glitched HUGO logo and cyber-bug artwork for a typically creative look, these socks are crafted in cotton-rich yarns blended with stretch to provide active comfort.A ribbed structure and plush sole complete this pair.",76% Pambuk 3% Elastan 21% Poliamid,76% Cotton 3% Elastane 21% Polyamide,,,2,2,PT,http://46.99.130.129:60000/_uploads/photos/50471961-001_1.jpg,,
